Source Airport Code,Destination Airport Code,Weight
CDG,BZV,6049.09148368725
CDG,TGD,1488.829063971514
CDG,CVG,6669.706114565976
CDG,LUX,273.41686657503584
CDG,OSR,1127.6172426364205
CDG,PIT,6275.769724540062
CDG,EWR,5856.5681299258895
CDG,ADB,2295.366371623544
CDG,ADD,5580.726064467537
CDG,CTA,1631.4395185839683
CDG,TBS,3366.2791449808615
CDG,DXB,5238.62132735152
CDG,BCN,858.738011503703
CDG,RUH,4650.717357139268
CDG,NIM,3951.043036916402
CDG,TFS,2846.534395687608
CDG,TUN,1487.9143036516036
CDG,HAM,727.846621336989
CDG,BLQ,830.2431639915471
CDG,BKK,9448.24726720331
CDG,RNS,332.37286667307967
CDG,LHE,6152.901336896615
CDG,KUL,10441.963101212188
CDG,DEL,6565.372549238496
CDG,LED,2132.8690855956925
CDG,CFE,361.7363585053953
CDG,GLA,896.6214618116832
CDG,CLT,6701.083417845844
CDG,SPU,1216.755940006555
CDG,IST,2213.6225943368386
CDG,LYS,412.1822795162992
CDG,NKC,3797.1871792111874
CDG,DFW,7944.0567689722175
CDG,ISB,5895.6365066092685
CDG,LIN,644.0784820998274
CDG,OUA,4093.5078449195107
CDG,BIO,761.2964785434734
CDG,BGF,5185.822314668763
CDG,LIM,10276.03197626833
CDG,SCQ,1084.94536323658
CDG,ORN,1511.0754481502547
CDG,ZRH,476.30922378784345
CDG,DOH,4969.188426810293
CDG,RUN,9369.394530367852
CDG,IAD,6197.545849171196
CDG,MSP,6774.75387133001
CDG,NCL,729.7454389770324
CDG,RAK,2128.6290248860923
CDG,DUB,784.9677949707178
CDG,SKG,1859.6857239933536
CDG,NSI,5107.935358259988
CDG,BRS,458.19736557043973
CDG,LFW,4765.9512885927315
CDG,NCE,694.5188487918898
CDG,SOF,1754.279646322542
CDG,LJU,943.6441648602703
CDG,AMM,3381.2389328820454
CDG,KBP,2032.4049545657895
CDG,TRN,573.0031024817373
CDG,LPL,610.0019253630923
CDG,JED,4427.103419911634
CDG,LPA,2800.8793453869753
CDG,CAN,9456.204036043071
CDG,JNB,8737.520996145422
CDG,DLA,5050.440136801177
CDG,AUH,5251.8563205735045
CDG,FNA,4726.079795267051
CDG,CZL,1454.3064986287236
CDG,EMA,503.9728154414835
CDG,BOG,8644.69419885174
CDG,SXM,6739.002789630887
CDG,TIV,1450.6452841885607
CDG,NTE,371.7828282788729
CDG,LHR,347.1675081044412
CDG,BEY,3187.0792253550267
CDG,SCL,11672.849943111525
CDG,CKY,4635.516765162384
CDG,BIQ,691.5571966303369
CDG,CLY,868.244327146282
CDG,CAI,3210.4566570214624
CDG,MRU,9447.001904247763
CDG,DJE,1814.899335341119
CDG,PUF,666.5741159802502
CDG,BKO,4169.838051269338
CDG,ABZ,963.5818606213661
CDG,BLR,7824.8526179635155
CDG,NBO,6495.13668532433
CDG,MXP,598.251067966106
CDG,PVG,9266.439832558286
CDG,MLA,1755.432775370212
CDG,HAV,7743.9474618249615
CDG,UGC,4504.21328388219
CDG,GVA,407.7421160566679
CDG,AAE,1420.677873976152
CDG,SID,4263.186974667622
CDG,PNR,6053.5612363383625
CDG,BLL,871.1426337216227
CDG,BRE,625.2544044549853
CDG,ICN,8926.606102978296
CDG,LCA,2981.355393335607
CDG,ABJ,4903.212693233351
CDG,VLC,1085.903349358732
CDG,FAO,1581.2561228206869
CDG,OSL,1348.7166008131449
CDG,LOS,4719.161482126505
CDG,VCE,835.3422094211786
CDG,DKR,4225.962468302668
CDG,EZE,11100.502241842163
CDG,HND,9706.827296023663
CDG,HAN,9157.516503651732
CDG,AMS,398.2697830882982
CDG,ROB,4909.505255184979
CDG,RHO,2494.524444480407
CDG,COO,4743.108349360995
CDG,RAI,4469.770042055512
CDG,BOD,527.1418847691109
CDG,LBA,613.2456899542232
CDG,BFS,868.6609886791496
CDG,FDF,6869.667872976677
CDG,MSQ,1835.498534482618
CDG,NUE,620.9422392432714
CDG,ORK,841.9321888874368
CDG,LAD,6519.1083747901675
CDG,LEJ,738.7890159231225
CDG,BUD,1247.8705865665463
CDG,SFA,1724.122928678136
CDG,SDQ,7185.099245228342
CDG,BAH,4821.750640737464
CDG,LTN,379.37143715390465
CDG,HER,2389.8444387585578
CDG,RBA,1831.6768443276155
CDG,DBV,1410.2067636822553
CDG,PHL,5984.133567862326
CDG,FIH,6067.550083169826
CDG,PTP,6769.613237439282
CDG,POP,7144.4930990521525
CDG,KIX,9625.578955760939
CDG,SIN,10724.598865307322
CDG,PTY,8660.257671315809
CDG,WRO,1047.642686325338
CDG,OVD,894.6680552596387
CDG,OPO,1231.1389624243354
CDG,OLB,1054.727613588674
CDG,VXE,4359.12754390022
CDG,FRA,449.0028470450053
CDG,YQB,5292.109254854412
CDG,LXR,3675.5350755564523
CDG,WUH,8865.003080932182
CDG,CUN,8218.819949152956
FLR,VIE,632.6112980055228
FLR,BHX,1355.5160224066065
FLR,ORY,870.0918551558908
FLR,STR,563.5850031897113
FLR,TXL,984.9844156652838
FLR,CAG,537.5173973986128
FLR,ZRH,455.7660881919329
FLR,LYS,528.1125146433224
FLR,AMS,1058.3305796033367
FLR,BCN,797.5506985199971
FLR,MAD,1270.901614008541
FLR,CTA,776.7111913197712
FLR,CPH,1317.0401483805358
FLR,LCY,1193.1064399152342
FLR,PMO,646.1066064625318
FLR,LGW,1180.3784115125236
FLR,GVA,482.8737167802585
FLR,FCO,238.84993988445305
FLR,BOD,954.2101930206026
FLR,DUS,895.4875849034725
FLR,MUC,507.226527773553
FLR,NTE,1064.5358269296264
FLR,FRA,720.2241850394022
FLR,BRU,936.1769492187859
CGH,CGB,1328.5904331899521
CGH,IOS,1264.3252833365098
CGH,CLV,686.7812537723593
CGH,SSA,1480.3588966815885
CGH,CNF,524.3517493285686
CGH,CXJ,766.1993937173357
CGH,JTC,294.02959231286485
CGH,POA,837.7495680979345
CGH,LDB,457.40380813555214
CGH,JOI,360.6606155406819
CGH,CWB,331.1211052468705
CGH,GYN,822.42383578111
CGH,UDI,551.8163410529002
CGH,VIX,756.0845938711632
CGH,PPB,514.3318108322939
CGH,CGR,897.4432163164416
CGH,IGU,821.1242315974312
CGH,SDU,365.5946365783448
CGH,BPS,1124.1838773766626
CGH,MGF,546.1400738650404
CGH,FLN,488.1806953458228
CGH,NVT,413.6985412187802
CGH,RAO,299.8455892083607
CGH,SJP,421.55390663101605
CGB,OPS,422.87025278515006
CGB,GRU,1329.5332204425026
CGB,PVH,1145.0690127881578
CGB,LDB,1001.0216107105192
CGB,CGR,556.8157585902634
CGB,GYN,744.5253177876407
CGB,AFL,643.4318564837884
CGB,BVH,540.7671057537144
CGB,JPR,816.7261325853109
CGB,OAL,738.8408212945692
CGB,VCP,1247.0564005020126
CGB,ROO,181.30779573004622
CGB,CNF,1360.0803022035748
CGB,MGF,970.5175560009036
CGB,SJP,911.8039844010041
DFW,YUL,2432.252300479801
DFW,SAL,2309.98353642123
DFW,IND,1223.9890393722362
DFW,BDL,2363.184544981828
DFW,ORD,1290.645304960658
DFW,BOG,3932.870999211566
DFW,PTY,3210.036493472162
DFW,FRA,8258.176123678457
DFW,JLN,526.5682195616254
DFW,AMS,7900.105037953204
DFW,MAD,7973.896378105052
DFW,GDL,1509.6324338944871
DFW,SDF,1177.7982235494037
DFW,GSO,1604.7370175764768
DFW,MLM,1503.7401474201972
DFW,SJC,2310.21479055134
DFW,CUU,971.2902747204276
DFW,TRC,1022.4265454508351
DFW,CUN,1657.1924789889104
DFW,ATL,1174.5318236036787
DFW,BOS,2509.268905512099
DFW,BJX,1394.4815376055997
DFW,LIT,489.1101157137291
DFW,SYD,13808.178249827592
DFW,SAT,397.9621247605135
DFW,SAV,1485.9689459203232
DFW,TUS,1305.6808503912862
DFW,PHX,1393.8656689682527
DFW,DAY,1384.4843725696196
DFW,CLT,1503.2069275378049
DFW,GRK,216.68467328081164
DFW,SJO,2865.842201891861
DFW,DRO,1083.5037639049394
DFW,YYZ,1928.4111267460466
DFW,MSP,1372.5779149181349
DFW,MAF,496.1376390496841
DFW,GPT,803.1203122822573
DFW,MTY,845.4441199562251
DFW,MSY,719.4399858774964
DFW,RSW,1634.2698992994428
DFW,VPS,1029.7075914371567
DFW,BWI,1954.7685504854692
DFW,SGF,586.5185151637168
DFW,GRU,8243.64423706698
DFW,ICN,10986.702109871763
DFW,SLC,1589.4643642336011
DFW,RNO,2160.5030214659023
DFW,PBC,1533.4246776592154
DFW,NRT,10322.370243857356
DFW,OMA,940.2113048334107
DFW,PIA,1082.5316461757795
DFW,MHK,695.1060783109359
DFW,ABI,253.3323115962794
DFW,DXB,12919.38863389752
DFW,SNA,1934.8586330344936
DFW,BMI,1110.2373445063738
DFW,IAD,1882.4779308175305
DFW,LBB,452.85930940183744
DFW,ACT,144.08276318764112
DFW,DEN,1032.0980045865147
DFW,CLE,1641.7331085910043
DFW,EWR,2204.7901408863754
DFW,MFE,756.293234326504
DFW,SHV,304.81090349749627
DFW,BTR,615.7433990067667
DFW,SFO,2351.941032637371
DFW,FSM,366.0835709235326
DFW,GSP,1384.36667727655
DFW,CRW,1520.2812409822359
DFW,CHA,1116.2345472630295
DFW,CHS,1585.2263792704775
DFW,RDU,1704.5189036575887
DFW,CMH,1488.6915654843272
DFW,SCL,7866.284042030473
DFW,JAX,1475.2417998121998
DFW,PIT,1715.7083211365543
DFW,TYS,1239.3996032246048
DFW,AEX,457.26354739680346
DFW,MOB,866.3353874678993
DFW,MCO,1582.4157316486312
DFW,STL,885.3782369662817
DFW,DSM,1005.6016313633387
DFW,ONT,1908.342102648732
DFW,MEX,1510.3343727131041
DFW,SPI,1014.5977799230292
DFW,BNE,13364.854651599155
DFW,LRD,639.0930970551906
DFW,SJU,3482.3238383598614
DFW,SJT,367.83384935285943
DFW,CRP,571.7582946590019
DFW,CAE,1480.4705191800147
DFW,LHR,7627.239393385964
DFW,SPS,181.49484538301587
DFW,GCK,651.387416679204
DFW,HOU,398.3033244558343
DFW,MKE,1373.57483302961
DFW,SJD,1647.9354819206585
DFW,FSD,1188.4190623433697
DFW,CLL,264.45767217011326
DFW,AUS,306.38826569684164
DFW,LIM,5424.053068502314
DFW,FLL,1798.9239552855802
DFW,MSN,1322.3543703583655
DFW,JFK,2234.896132049455
DFW,BZE,1918.194870576634
DFW,LAX,1983.1744750180908
DFW,MGM,998.8820862955112
DFW,IAH,361.6206139496412
DFW,MZT,1410.036664614037
DFW,GGG,225.17327638144212
DFW,DCA,1914.9418477820761
DFW,CMI,1114.3736174607222
DFW,SEA,2668.152986614269
DFW,ORF,1947.3567217221585
DFW,MEM,693.3019021625438
DFW,CID,1104.0856557901457
DFW,YEG,2622.9780787665327
DFW,LFT,564.3239318739708
DFW,PNS,969.8704201731301
DFW,LIR,2744.5657200652
DFW,YVR,2819.34567144786
DFW,FAT,2109.09651813863
DFW,PBI,1772.1193872648876
DFW,EVV,1032.437236152761
DFW,SMF,2298.4459148984893
DFW,SAN,1880.43124878855
DFW,ZCL,1242.1935000849448
DFW,COU,788.4219126465674
DFW,RAP,1344.8825486867197
DFW,PHL,2092.876657283357
DFW,PVR,1582.954255997194
DFW,AGU,1348.7488119602378
DFW,CVG,1304.7619649088213
DFW,LAS,1694.7999229712273
DFW,RIC,1859.463011801218
DFW,PLS,2731.9119927433617
DFW,CZM,1701.4098325239524
DFW,MYR,1683.3954851004821
DFW,ELP,885.3725329889965
DFW,PDX,2597.0509238361155
DFW,SAF,884.6878068640112
DFW,LGA,2231.3596154890024
DFW,GRR,1498.346193799127
DFW,QRO,1400.4981518384948
DFW,LEX,1261.1198332815395
DFW,XNA,451.81937998197947
DFW,YYC,2451.196749635157
DFW,GRI,904.4783394329901
DFW,BPT,435.0101566777307
DFW,MIA,1802.1686841924616
DFW,DTW,1586.4188220283772
DFW,OGG,5962.2983235866495
DFW,GJT,1242.2524754723443
DFW,AMA,501.5248162088072
DFW,FWA,1381.6873644787656
DFW,ICT,529.734257221832
DFW,TLH,1231.9205407695322
DFW,TUL,381.9182022903373
DFW,OAK,2339.527221546356
DFW,BRO,778.158346434453
DFW,FAR,1559.4998047888223
DFW,TYR,164.63003239073345
DFW,COS,952.566358606045
DFW,JAN,655.2764582152843
DFW,LCH,474.99827220905325
DFW,TPA,1492.693280550652
DFW,PSP,1808.3685478671266
DFW,BNA,1014.1483122288336
DFW,MCI,741.6552977251782
DFW,ABQ,913.812677300093
DFW,CCS,3945.06706180606
DFW,ROW,699.277854170448
DFW,HSV,967.73969721665
DFW,MLI,1112.290635042834
DFW,MBJ,2488.741317162434
DFW,HNL,6080.920427053171
DFW,RTB,2124.9691324193163
DFW,MLU,469.7855050788948
DFW,OKC,282.3630292869399
DFW,LAW,225.32085597822385
DFW,EZE,8533.648436019317
DFW,BHM,959.0496525532267
DFW,SLP,1243.7302326511408
DFW,TXK,290.2554478429988
DFW,NAS,2090.3168480121626
DFW,GUA,2140.076025079752
YUL,BOS,408.9835151307737
YUL,ZRH,5995.699659639811
YUL,VRA,2590.070227947269
YUL,YVR,3682.1442212384845
YUL,CZM,3025.054812633711
YUL,ORD,1200.652474193099
YUL,YWK,966.5428275559087
YUL,DCA,784.3240386945416
YUL,PTP,3441.0568464416215
YUL,AZS,2936.874904129833
YUL,LHR,5214.202574904482
YUL,YEG,2968.765906391852
YUL,YOW,151.46468004380884
YUL,YSJ,613.0035750589657
YUL,ORY,5526.817278748377
YUL,MUC,6150.767170627453
YUL,GVA,5905.058872537903
YUL,LIS,5235.164442764297
YUL,MBJ,3023.2534695834893
YUL,YVO,420.9241930347547
YUL,IAD,787.308553559776
YUL,CLT,1292.2599220845143
YUL,YBG,380.21871568979134
YUL,DEN,2587.4967054612566
YUL,DTW,851.0721959576191
YUL,LAS,3595.940989416811
YUL,YZV,767.7168729846888
YUL,PUJ,3032.4338675553795
YUL,MSP,1524.6656556163791
YUL,SNU,2616.2931472561017
YUL,POP,2873.923164240116
YUL,MIA,2264.7127592132215
YUL,JFK,537.1692528102982
YUL,ZBF,656.9341274392905
YUL,HOG,2754.923021526864
YUL,YWG,1818.359822169934
YUL,BOD,5518.0992403400405
YUL,ATL,1600.2995495124537
YUL,YYZ,507.19848757278066
YUL,LGA,521.9918018565636
YUL,CCC,2592.183263437757
YUL,NCE,6128.786107866013
YUL,FRA,5854.758808558608
YUL,FLL,2231.3123330148396
YUL,PAP,2993.0881648679474
YUL,LAX,3972.634465126201
YUL,YGW,1127.1934356394995
YUL,BDL,401.79303987849727
YUL,VCE,6358.086919218084
YUL,PVR,3980.5286022641194
YUL,YGL,950.3942773558528
YUL,DOH,10406.208456126815
YUL,YQB,232.9702519612917
YUL,SFO,4075.84810762851
YUL,PLS,2638.4044032785882
YUL,BRU,5553.837634933395
YUL,AMS,5503.135180520486
YUL,AMM,8897.004877857034
YUL,CUN,2969.777006687905
YUL,YYC,3005.535028677262
YUL,TLS,5727.7481188631
YUL,PHL,634.4819865037134
YUL,YYT,1617.768849517976
YUL,LYS,5865.18064342281
YUL,AGP,5705.155126760744
YUL,EWR,532.4333281893471
YUL,YTZ,492.6395471089495
YUL,MCO,2008.3933672842593
YUL,IAH,2548.7851858945205
YUL,YHZ,804.1806217005005
YUL,YYY,545.2170702729044
YUL,YMT,481.9010771776121
YUL,YFC,561.2923207920823
YUL,TLV,8802.897708016888
YUL,CMW,2700.355891056353
YUL,ALG,6275.402520083284
YUL,YQM,705.8441383870809
YUL,MRS,6005.493570362262
YUL,FSP,1358.8378083815664
YUL,MEX,3712.7778085612395
YUL,SCU,2842.0695340971774
YUL,FDF,3635.6592314553905
YUL,YVP,1449.5874285402522
YUL,ZSA,2381.427259807342
YUL,YUY,492.4663322172525
YUL,CMN,5674.371092606356
YUL,YYG,826.4656907511264
YUL,YBC,582.8756183381685
YUL,FCO,6584.39511698979
